dataset,size,proxy,self,concat,concat.smoothed,sepDec.smoothed,datasetEmbeds.smoothed
UD_Japanese-PUD,ja_pud,{\small \cite{mcdonald-etal-2013-universal}},ja\_gsd,0,99.69,99.50,99.53,99.63,99.50
UD_Khunsari-AHA,kfm_aha,{\small \cite{ud_khunsari_aha_2020}},fa\_perdt,0,63.06,68.02,63.96,61.71,69.37
UD_Kazakh-KTB,kk_ktb,{\small \cite{makazhan_tl2015}},---,547,50.94,73.43,76.17,73.02,73.99
UD_Kurmanji-MG,kmr_mg,{\small \cite{gokirmak-tyers-2017-dependency}},---,242,54.84,55.95,70.11,70.38,55.68
UD_Korean-GSD,ko_gsd,{\small \cite{chun-etal-2018-building}},---,56687,89.16,87.64,89.07,92.14,88.14
UD_Korean-Kaist,ko_kaist,{\small \cite{chun-etal-2018-building}},---,296446,93.75,91.73,90.91,93.35,91.86
UD_Korean-PUD,ko_pud,{\small \cite{mcdonald-etal-2013-universal}},ko\_kaist,0,69.32,69.57,69.47,69.34,69.48
UD_Komi_Permyak-UH,koi_uh,{\small \cite{rueter-etal-2020-questions}},ru\_syntagrus,0,58.28,56.53,54.95,53.76,56.93
UD_Komi_Zyrian-IKDP,kpv_ikdp,{\small \cite{partanen-etal-2018-first}},ru\_syntagrus,0,57.43,59.22,56.47,55.83,59.24
UD_Komi_Zyrian-Lattice,kpv_lattice,{\small \cite{partanen-etal-2018-first}},ru\_syntagrus,0,57.11,57.00,54.61,53.86,57.27
UD_Karelian-KKPP,krl_kkpp,{\small \cite{pirinen-2019-building}},fi\_tdt,0,50.55,51.40,51.03,52.20,49.65
UD_Latin-ITTB,la_ittb,{\small \cite{cecchini-etal-2018-challenges}},---,390785,98.64,98.08,97.63,98.29,98.07
UD_Latin-LLCT,la_llct,{\small \cite{cecchini-etal-2020-new}},---,194143,96.37,93.82,93.93,96.40,93.84
UD_Latin-Perseus,la_perseus,{\small \cite{bamman2011ancient}},---,18184,64.26,81.46,82.32,81.22,81.56
UD_Latin-PROIEL,la_proiel,{\small \cite{haug2008creating}},---,172133,93.22,92.14,91.70,92.76,92.17
UD_Lithuanian-ALKSNIS,lt_alksnis,{\small \cite{bielinskiene2016lithuanian}},---,47645,81.80,81.78,86.71,87.22,81.54
UD_Lithuanian-HSE,lt_hse,\resizebox{4cm}{!}{\cite{ud_lithuanian_hse_2017}},---,3210,54.62,80.69,84.53,82.07,80.72
UD_Latvian-LVTB,lv_lvtb,{\small \cite{gruzitis-etal-2018-creation}},---,167943,94.38,92.53,92.60,93.95,92.55
UD_Classical_Chinese-Kyoto,lzh_kyoto,{\small \cite{yasuoka2019universal}},---,185211,99.34,99.21,99.02,99.29,99.21
UD_Moksha-JR,mdf_jr,{\small \cite{rueter2018mordva}},ru\_syntagrus,0,46.28,47.60,45.55,45.37,48.02
UD_Maltese-MUDT,mt_mudt,{\small \cite{vceplo2018constituent}},---,22880,100.00,100.00,100.00,100.00,100.00
UD_Munduruku-TuDeT,myu_tudet,{\small \cite{Tudet}},ro\_nonstandard,0,36.62,57.48,55.99,38.24,57.11
UD_Erzya-JR,myv_jr,{\small \cite{rueter2018towards}},be\_hse,0,46.17,48.44,47.14,47.27,49.11
UD_Dutch-Alpino,nl_alpino,{\small \cite{bouma-van-noord-2017-increasing}},---,185999,96.11,96.39,96.36,96.43,96.33
UD_Dutch-LassySmall,nl_lassysmall,{\small \cite{bouma-van-noord-2017-increasing}},---,75165,94.17,95.97,96.08,96.06,96.08
UD_Norwegian-Bokmaal,no_bokmaal,{\small \cite{ovrelid-hohle-2016-universal}},---,243886,98.22,97.87,97.72,98.27,98.02
UD_Norwegian-Nynorsk,no_nynorsk,{\small \cite{ovrelid-hohle-2016-universal}},---,245330,97.82,97.56,97.57,97.80,97.70
UD_Norwegian-NynorskLIA,no_nynorsklia,{\small \cite{ovrelid-etal-2018-lia}},---,35207,95.45,97.22,97.46,97.64,97.20
UD_Nayini-AHA,nyq_aha,{\small \cite{ud_nayini_aha_2020}},fa\_perdt,0,61.11,65.81,65.38,64.10,64.10
UD_Livvi-KKPP,olo_kkpp,{\small \cite{pirinen-2019-building}},---,144,47.51,52.55,52.47,47.92,50.98
UD_Old_Russian-RNC,orv_rnc,,---,10156,54.58,64.36,69.41,74.90,64.52
UD_Old_Russian-TOROT,orv_torot,,---,118630,64.93,60.06,60.22,64.91,60.29
UD_Old_Turkish-Tonqq,otk_tonqq,{\small \cite{ud_old_turkish_tonqq_2020}},et\_ewt,0,100.00,100.00,100.00,100.00,100.00
UD_Naija-NSC,pcm_nsc,{\small \cite{caron-etal-2019-surface}},---,111843,99.10,99.20,99.20,99.24,99.21
UD_Polish-LFG,pl_lfg,\resizebox{4cm}{!}{\cite{pat:prz:18:book}},---,104750,95.81,96.08,95.66,96.86,96.13
UD_Polish-PDB,pl_pdb,{\small \cite{wroblewska-2018-extended}},---,283746,95.75,94.62,94.02,95.52,94.63
UD_Polish-PUD,pl_pud,{\small \cite{wroblewska-2018-extended}},pl\_pdb,0,95.94,94.98,94.50,95.61,95.02
UD_Portuguese-Bosque,pt_bosque,{\small \cite{rademaker-etal-2017-universal}},---,222140,86.27,85.52,85.53,86.42,86.23
UD_Portuguese-GSD,pt_gsd,{\small \cite{mcdonald-etal-2013-universal}},---,273556,89.45,89.45,89.45,89.45,89.45
UD_Portuguese-PUD,pt_pud,{\small \cite{mcdonald-etal-2013-universal}},pt\_gsd,0,90.21,90.21,90.21,90.21,90.21
UD_Turkish_German-SAGT,qtd_sagt,{\small \cite{cetinoglu-coltekin-2019-challenges}},---,4833,72.12,89.55,91.73,89.64,89.46
UD_Romanian-Nonstandard,ro_nonstandard,{\small \cite{muaruanduc2016social}},---,532881,94.66,91.88,90.97,93.78,91.90
UD_Romanian-RRT,ro_rrt,{\small \cite{barbu2016romanian}},---,185113,96.82,97.19,97.19,97.58,97.21
UD_Romanian-SiMoNERo,ro_simonero,{\small \cite{mitrofan-etal-2019-monero}},---,116857,97.74,98.61,98.72,98.77,98.62
UD_Russian-GSD,ru_gsd,{\small \cite{mcdonald-etal-2013-universal}},---,74906,92.01,95.57,95.56,96.05,95.54
UD_Russian-PUD,ru_pud,{\small \cite{mcdonald-etal-2013-universal}},ru\_syntagrus,0,95.37,95.77,95.56,95.12,95.71
UD_Russian-SynTagRus,ru_syntagrus,{\small \cite{droganova2018data}},---,871526,98.29,97.32,95.82,97.00,97.36
UD_Russian-Taiga,ru_taiga,\resizebox{4cm}{!}{\cite{shavrina2017methodology}},---,43557,85.80,93.28,93.16,93.87,93.18
